Time;Bundesland;BundeslandID;AnzEinwohner;AnzahlFaelle;AnzahlFaelleSum;AnzahlFaelle7Tage;SiebenTageInzidenzFaelle;AnzahlTotTaeglich;AnzahlTotSum;AnzahlGeheiltTaeglich;AnzahlGeheiltSum
20.09.2021 00:00:00;Salzburg;5;560710;90;56079;859;153,1986;1;606;153;53949
20.09.2021 00:00:00;Steiermark;6;1247077;99;88106;1364;109,3758;3;2123;194;83790
20.09.2021 00:00:00;Tirol;7;760105;115;68605;664;87,35635;2;707;116;66859
20.09.2021 00:00:00;Vorarlberg;8;399237;45;33623;462;115,7207;0;318;74;32450
20.09.2021 00:00:00;Wien;9;1920949;376;161053;3946;205,4193;3;2403;311;145433
20.09.2021 00:00:00;Österreich;10;8932664;1377;723074;13293;148,8134;11;10769;1740;683014
21.09.2021 00:00:00;Burgenland;1;296010;31;19768;243;82,09182;0;335;73;18942
21.09.2021 00:00:00;Kärnten;2;562089;117;43494;567;100,8737;0;836;106;41807
21.09.2021 00:00:00;Niederösterreich;3;1690879;256;120502;2265;133,954;0;1715;411;114718
21.09.2021 00:00:00;Oberösterreich;4;1495608;533;132781;2843;190,0899;2;1728;437;126093
21.09.2021 00:00:00;Salzburg;5;560710;162;56241;866;154,447;3;609;163;54112
21.09.2021 00:00:00;Steiermark;6;1247077;189;88295;1313;105,2862;0;2123;210;84000
21.09.2021 00:00:00;Tirol;7;760105;100;68705;620;81,56768;0;707;149;67008
21.09.2021 00:00:00;Vorarlberg;8;399237;64;33687;438;109,7093;0;318;87;32537
21.09.2021 00:00:00;Wien;9;1920949;655;161708;3643;189,6458;4;2407;649;146082
21.09.2021 00:00:00;Österreich;10;8932664;2107;725181;12798;143,2719;9;10778;2285;685299
22.09.2021 00:00:00;Burgenland;1;296010;23;19791;225;76,01095;1;336;32;18974
22.09.2021 00:00:00;Kärnten;2;562089;87;43581;530;94,29111;0;836;79;41886
22.09.2021 00:00:00;Niederösterreich;3;1690879;371;120873;2112;124,9054;0;1715;336;115054
22.09.2021 00:00:00;Oberösterreich;4;1495608;373;133154;2781;185,9444;1;1729;397;126490
22.09.2021 00:00:00;Salzburg;5;560710;151;56392;818;145,8865;1;610;140;54252
22.09.2021 00:00:00;Steiermark;6;1247077;189;88484;1297;104,0032;0;2123;214;84214
22.09.2021 00:00:00;Tirol;7;760105;139;68844;650;85,5145;2;709;93;67101
22.09.2021 00:00:00;Vorarlberg;8;399237;51;33738;406;101,694;1;319;90;32627
22.09.2021 00:00:00;Wien;9;1920949;455;162163;3501;182,2537;5;2412;453;146535
22.09.2021 00:00:00;Österreich;10;8932664;1839;727020;12320;137,9208;11;10789;1834;687133
23.09.2021 00:00:00;Burgenland;1;296010;29;19820;218;73,64616;0;336;61;19035
23.09.2021 00:00:00;Kärnten;2;562089;95;43676;547;97,31555;0;836;113;41999
23.09.2021 00:00:00;Niederösterreich;3;1690879;273;121146;2022;119,5828;1;1716;291;115345
23.09.2021 00:00:00;Oberösterreich;4;1495608;415;133569;2671;178,5896;0;1729;472;126962
23.09.2021 00:00:00;Salzburg;5;560710;103;56495;791;141,0711;1;611;140;54392
23.09.2021 00:00:00;Steiermark;6;1247077;185;88669;1238;99,27214;0;2123;226;84440
23.09.2021 00:00:00;Tirol;7;760105;111;68955;679;89,32977;2;711;72;67173
23.09.2021 00:00:00;Vorarlberg;8;399237;65;33803;396;99,1892;1;320;67;32694
23.09.2021 00:00:00;Wien;9;1920949;537;162700;3362;175,0177;5;2417;420;146955
23.09.2021 00:00:00;Österreich;10;8932664;1813;728833;11924;133,4876;10;10799;1862;688995
24.09.2021 00:00:00;Burgenland;1;296010;25;19845;191;64,52485;0;336;39;19074
